posting_year,city,company_size,industry,job_title,seniority_level,ai_intensity_score,salary_usd,automation_risk_score,ai_job_displacement_risk,industry_ai_adoption_stage
2022,Dubai,Enterprise,Education,Operations Manager,Junior,0.78,58984,0.32,Medium,Growing
2018,Seoul,Small,Manufacturing,Data Scientist,Senior,0.17,56233,0.73,High,Growing
2023,New York,Enterprise,Finance,AI Researcher,Mid,0.88,72312,0.38,Medium,Mature
2010,Bangalore,Large,Healthcare,ML Engineer,Junior,0.12,21125,0.89,Low,Emerging
2023,Toronto,Large,Finance,Policy Analyst,Intern,0.71,115748,0.33,Medium,Mature
2019,Sao Paulo,Small,Energy,Systems Engineer,Junior,0.15,83526,0.6,High,Growing
2022,Paris,Medium,Healthcare,Policy Analyst,Executive,0.11,50424,0.63,High,Growing
2020,Sydney,Medium,Government,AI Researcher,Executive,0.82,110131,0.11,Medium,Growing
2016,Bangalore,Large,Government,ML Engineer,Junior,0.12,67678,0.71,High,Emerging
2010,Singapore,Enterprise,Retail,Data Scientist,Executive,0.11,54033,0.83,High,Emerging
2019,Sydney,Small,Tech,Product Manager,Intern,0.09,76367,0.69,High,Growing
2024,Sao Paulo,Medium,Tech,Product Manager,Senior,0.83,40688,0.36,High,Mature
2019,Lagos,Large,Retail,Software Engineer,Executive,0.51,88146,0.33,Low,Growing
2013,Seoul,Startup,Finance,Operations Manager,Junior,0.69,50272,0.26,High,Emerging
2023,Paris,Small,Government,Software Engineer,Intern,0.93,119134,0.27,Medium,Growing
2010,Bangalore,Large,Healthcare,Software Engineer,Senior,0.01,52849,0.65,Low,Emerging
2025,Seoul,Enterprise,Finance,Operations Manager,Intern,0.19,25309,0.85,Medium,Mature
2025,Sao Paulo,Small,Agriculture,Systems Engineer,Lead,0.71,145020,0.31,Medium,Growing
2025,Berlin,Enterprise,Manufacturing,Systems Engineer,Lead,0.69,43725,0.29,High,Growing
2010,London,Startup,Agriculture,Systems Engineer,Senior,0.03,59202,0.76,Medium,Emerging
2023,Sydney,Startup,Government,Product Manager,Junior,0.57,111944,0.14,Medium,Growing
2015,Seoul,Startup,Government,Software Engineer,Executive,0.43,79364,0.37,Medium,Emerging
2010,Tokyo,Small,Finance,Product Manager,Executive,0.05,73011,0.86,High,Emerging
2012,Tokyo,Startup,Government,AI Researcher,Junior,0.06,49420,0.64,Low,Emerging
2020,Sydney,Medium,Education,Business Analyst,Executive,0.14,36953,0.74,Medium,Growing
2019,Tokyo,Large,Energy,Systems Engineer,Mid,0.18,20282,0.82,Low,Growing
2024,London,Medium,Agriculture,Software Engineer,Intern,0.88,56232,0.15,Low,Growing
2024,Toronto,Large,Healthcare,AI Researcher,Senior,0.84,40476,0.34,Medium,Growing
2024,Toronto,Startup,Tech,ML Engineer,Lead,0.79,64221,0.13,Low,Mature
2011,Berlin,Enterprise,Finance,Policy Analyst,Intern,0.49,23031,0.12,High,Emerging
2021,Sao Paulo,Enterprise,Retail,Research Scientist,Mid,0.58,60545,0.35,High,Growing
2017,London,Enterprise,Healthcare,Product Manager,Junior,0.16,40994,0.76,Medium,Growing
2012,Paris,Medium,Agriculture,Policy Analyst,Mid,0.05,21549,0.84,High,Emerging
2017,Tokyo,Large,Manufacturing,AI Researcher,Lead,0.18,64568,0.73,Low,Growing
2017,Berlin,Small,Manufacturing,Systems Engineer,Junior,0.11,93584,0.65,High,Growing
2014,Berlin,Medium,Manufacturing,Data Scientist,Intern,0.19,35991,0.83,High,Emerging
2025,Toronto,Startup,Government,Systems Engineer,Junior,0.69,61691,0.15,Low,Growing
2011,Seoul,Small,Government,Software Engineer,Intern,0.04,57901,0.83,Low,Emerging
2014,New York,Large,Tech,Operations Manager,Senior,0.55,101625,0.26,Medium,Emerging
2025,Toronto,Medium,Energy,Research Scientist,Lead,0.66,109606,0.32,Medium,Growing
2021,Sydney,Enterprise,Education,Research Scientist,Senior,0.11,26413,0.84,High,Growing
2013,Dubai,Enterprise,Finance,Research Scientist,Intern,0.16,21122,0.8,High,Emerging
2010,Bangalore,Startup,Tech,AI Researcher,Intern,0.17,59570,0.82,High,Emerging
2019,Dubai,Large,Energy,Systems Engineer,Mid,0.08,28695,0.62,Low,Growing
2018,Bangalore,Startup,Healthcare,Systems Engineer,Executive,0.8,69382,0.22,Low,Growing
2014,Seoul,Startup,Manufacturing,Product Manager,Junior,0.07,25582,0.66,Low,Emerging
2011,Seoul,Medium,Healthcare,Research Scientist,Intern,0.04,35508,0.8,Low,Emerging
2015,Nairobi,Startup,Retail,AI Researcher,Executive,0.06,55749,0.9,High,Emerging
2020,Berlin,Small,Healthcare,Research Scientist,Intern,0.02,45379,0.67,Medium,Growing
2016,Lagos,Startup,Education,Operations Manager,Senior,0.16,70576,0.67,High,Emerging
2017,Bangalore,Startup,Retail,Policy Analyst,Junior,0.12,95268,0.79,Low,Growing
2012,Dubai,Enterprise,Healthcare,Research Scientist,Intern,0.55,29560,0.17,Low,Emerging
2023,Lagos,Startup,Education,Business Analyst,Intern,0.03,98821,0.72,Medium,Growing
2019,Dubai,Small,Retail,Business Analyst,Mid,0.09,43929,0.89,Medium,Growing
2010,London,Startup,Agriculture,Research Scientist,Lead,0.12,21082,0.65,Low,Emerging
2016,Berlin,Small,Government,Operations Manager,Executive,0.16,70678,0.84,High,Emerging
2022,Lagos,Large,Government,Policy Analyst,Intern,0.57,96660,0.24,Medium,Growing
2014,Nairobi,Enterprise,Manufacturing,Systems Engineer,Mid,0.71,94019,0.3,High,Emerging
2011,Sao Paulo,Small,Finance,Operations Manager,Executive,0.78,101212,0.16,High,Emerging
2014,Toronto,Large,Agriculture,Product Manager,Junior,0.16,21289,0.64,Low,Emerging
2011,Dubai,Startup,Retail,ML Engineer,Senior,0.07,38544,0.74,Low,Emerging
2023,London,Large,Agriculture,Systems Engineer,Junior,0.63,39519,0.13,Medium,Growing
2021,Toronto,Large,Healthcare,Business Analyst,Mid,0.07,42374,0.73,Medium,Growing
2025,Paris,Enterprise,Finance,Product Manager,Senior,0.77,140068,0.12,Medium,Mature
2021,Berlin,Medium,Energy,Policy Analyst,Senior,0.06,46441,0.65,Low,Growing
2011,Nairobi,Small,Tech,Operations Manager,Junior,0.73,64087,0.3,Low,Emerging
2018,London,Medium,Tech,Operations Manager,Lead,0.54,31551,0.26,Low,Growing
2020,New York,Startup,Finance,Business Analyst,Junior,0.76,32182,0.16,Low,Growing
2020,Toronto,Small,Retail,ML Engineer,Junior,0.13,94396,0.76,High,Growing
2019,Lagos,Large,Finance,Operations Manager,Mid,0.04,87578,0.82,Low,Growing
2020,Sao Paulo,Startup,Agriculture,Operations Manager,Intern,0.56,60517,0.35,Medium,Growing
2012,Dubai,Enterprise,Manufacturing,Policy Analyst,Mid,0.03,23113,0.83,Medium,Emerging
2016,Lagos,Large,Energy,Policy Analyst,Senior,0.09,55494,0.73,Low,Emerging
2021,Seoul,Small,Manufacturing,Systems Engineer,Intern,0.87,116379,0.18,Medium,Growing
2023,Toronto,Enterprise,Education,Operations Manager,Senior,0.51,136749,0.26,Low,Growing
2021,Paris,Small,Retail,Software Engineer,Junior,0.2,40200,0.67,Medium,Growing
2015,Nairobi,Medium,Retail,Research Scientist,Senior,0.01,44036,0.62,Low,Emerging
2010,Dubai,Medium,Education,Product Manager,Lead,0.07,39628,0.78,Low,Emerging
2011,Dubai,Large,Agriculture,AI Researcher,Mid,0.15,75445,0.89,High,Emerging
2013,Sao Paulo,Enterprise,Retail,Policy Analyst,Lead,0.09,65022,0.85,Low,Emerging
2021,Toronto,Startup,Retail,Research Scientist,Senior,0.56,60256,0.29,High,Growing
2012,Berlin,Enterprise,Finance,ML Engineer,Mid,0.83,86199,0.3,Medium,Emerging
2013,Dubai,Medium,Energy,ML Engineer,Lead,0.04,37849,0.62,Low,Emerging
2022,London,Small,Education,Policy Analyst,Executive,0.43,98417,0.38,Medium,Growing
2019,New York,Small,Retail,Software Engineer,Executive,0.14,24412,0.63,Low,Growing
2015,Singapore,Small,Energy,Systems Engineer,Junior,0.13,68329,0.66,Low,Emerging
2011,Dubai,Large,Government,Business Analyst,Mid,0.18,33514,0.87,Medium,Emerging
2019,Paris,Medium,Healthcare,Software Engineer,Intern,0.05,37875,0.76,Medium,Growing
2024,New York,Small,Finance,Systems Engineer,Intern,0.91,97928,0.26,High,Mature
2023,Paris,Startup,Tech,Research Scientist,Senior,0.53,53391,0.37,High,Mature
2025,Berlin,Startup,Healthcare,Research Scientist,Lead,0.13,87721,0.76,Low,Growing
2024,Paris,Enterprise,Energy,Data Scientist,Intern,0.42,57179,0.17,High,Growing
2021,Singapore,Startup,Retail,Policy Analyst,Intern,0.1,80287,0.9,Low,Growing
2025,Lagos,Medium,Tech,Policy Analyst,Intern,0.09,24691,0.81,Low,Mature
2020,Lagos,Startup,Manufacturing,AI Researcher,Lead,0.92,37553,0.15,Medium,Growing
2014,Bangalore,Small,Manufacturing,AI Researcher,Lead,0.03,59205,0.6,High,Emerging
2024,Paris,Medium,Education,AI Researcher,Junior,0.02,71929,0.65,Low,Growing
2024,London,Enterprise,Agriculture,Product Manager,Senior,0.95,86258,0.3,Low,Growing
2020,Paris,Enterprise,Tech,Software Engineer,Mid,0.15,50768,0.79,Medium,Growing
2018,Toronto,Medium,Finance,Software Engineer,Senior,0.59,58519,0.29,High,Growing
2016,New York,Startup,Finance,AI Researcher,Senior,0.18,40386,0.71,Low,Emerging
2016,Sao Paulo,Enterprise,Energy,Operations Manager,Executive,0.9,52084,0.38,High,Emerging
2013,Lagos,Startup,Manufacturing,Research Scientist,Mid,0.18,28098,0.79,High,Emerging
2012,Bangalore,Medium,Energy,Research Scientist,Senior,0.17,32099,0.76,Medium,Emerging
2015,Sao Paulo,Enterprise,Tech,Research Scientist,Executive,0.17,26307,0.86,Low,Emerging
2017,Sao Paulo,Enterprise,Tech,Software Engineer,Mid,0.2,64281,0.67,Low,Growing
2024,Bangalore,Small,Finance,Data Scientist,Lead,0.94,111228,0.33,High,Mature
2025,Sao Paulo,Large,Agriculture,Operations Manager,Intern,0.91,39559,0.21,Medium,Growing
2012,New York,Large,Retail,Data Scientist,Lead,0.13,28730,0.6,Medium,Emerging
2020,Berlin,Large,Agriculture,Business Analyst,Mid,0.18,26380,0.82,Medium,Growing
2019,London,Small,Agriculture,Business Analyst,Executive,0.01,59206,0.78,Low,Growing
2014,Sydney,Startup,Energy,ML Engineer,Executive,0.9,42724,0.14,Low,Emerging
2020,Nairobi,Startup,Energy,Software Engineer,Junior,0.63,97902,0.16,Medium,Growing
2010,Singapore,Enterprise,Tech,AI Researcher,Junior,0.13,30119,0.71,Medium,Emerging
2015,London,Small,Tech,ML Engineer,Senior,0.57,26567,0.1,Medium,Emerging
2023,Lagos,Enterprise,Education,ML Engineer,Executive,0.63,137706,0.22,Medium,Growing
2016,Paris,Large,Retail,Data Scientist,Intern,0.01,65786,0.78,Medium,Emerging
2023,Dubai,Large,Finance,Data Scientist,Lead,0.74,141209,0.34,Low,Mature
2022,Tokyo,Startup,Agriculture,Software Engineer,Executive,0.91,97622,0.12,Low,Growing
2025,New York,Medium,Agriculture,Product Manager,Intern,0.15,25778,0.76,Medium,Growing
2020,Singapore,Large,Healthcare,Research Scientist,Lead,0.09,24085,0.86,High,Growing
2012,Paris,Medium,Government,Data Scientist,Intern,0.2,59724,0.62,High,Emerging
2015,Sydney,Large,Finance,Operations Manager,Mid,0.1,22881,0.8,Low,Emerging
2013,Berlin,Large,Government,Operations Manager,Executive,0.04,68342,0.87,Medium,Emerging
2012,Berlin,Enterprise,Energy,Systems Engineer,Senior,0.08,30425,0.76,High,Emerging
2018,New York,Medium,Government,AI Researcher,Senior,0.11,39004,0.85,Low,Growing
2011,Paris,Medium,Manufacturing,Data Scientist,Mid,0.46,88833,0.21,High,Emerging
2019,Singapore,Startup,Finance,Systems Engineer,Lead,0.11,93718,0.64,Low,Growing
2011,London,Enterprise,Manufacturing,Operations Manager,Mid,0.05,48641,0.74,Medium,Emerging
2015,Dubai,Enterprise,Tech,Software Engineer,Senior,0.07,44789,0.88,High,Emerging
2022,Dubai,Medium,Energy,Operations Manager,Executive,0.44,57235,0.18,Medium,Growing
2020,Seoul,Large,Education,ML Engineer,Lead,0.19,89656,0.62,Medium,Growing
2023,London,Enterprise,Agriculture,Data Scientist,Intern,0.48,53472,0.19,High,Growing
2016,Dubai,Startup,Healthcare,ML Engineer,Junior,0.11,60368,0.83,Medium,Emerging
2024,Paris,Enterprise,Agriculture,Software Engineer,Mid,0.48,67302,0.24,High,Growing
2025,Tokyo,Large,Healthcare,ML Engineer,Mid,0.59,108996,0.26,High,Growing
2013,Berlin,Medium,Healthcare,Systems Engineer,Mid,0.19,32533,0.84,Low,Emerging
2017,Bangalore,Small,Manufacturing,AI Researcher,Executive,0.05,57956,0.67,Low,Growing
2023,Tokyo,Medium,Healthcare,Software Engineer,Mid,0.11,98077,0.85,Medium,Growing
2019,New York,Startup,Manufacturing,Policy Analyst,Lead,0.02,99656,0.65,Low,Growing
2019,Berlin,Startup,Manufacturing,Operations Manager,Mid,0.16,71350,0.82,Medium,Growing
2017,Paris,Medium,Healthcare,ML Engineer,Senior,0.04,79807,0.61,Low,Growing
2020,London,Small,Energy,AI Researcher,Lead,0.19,60965,0.63,Medium,Growing
2015,Dubai,Startup,Healthcare,Operations Manager,Mid,0.07,37381,0.67,High,Emerging
2022,Singapore,Startup,Healthcare,AI Researcher,Intern,0.03,86825,0.77,Medium,Growing
2025,Sao Paulo,Startup,Finance,Software Engineer,Intern,0.54,126455,0.26,Medium,Mature
2013,Tokyo,Startup,Finance,Software Engineer,Junior,0.03,65559,0.72,Low,Emerging
2023,Lagos,Startup,Education,Operations Manager,Intern,0.46,150612,0.31,Low,Growing
2021,Singapore,Small,Education,Data Scientist,Senior,0.78,127534,0.3,High,Growing
2022,New York,Large,Education,Systems Engineer,Senior,0.74,121559,0.27,Medium,Growing
2020,Berlin,Small,Retail,Product Manager,Lead,0.16,56955,0.61,Medium,Growing
2018,Lagos,Enterprise,Retail,Research Scientist,Lead,0.06,31690,0.66,High,Growing
2023,Dubai,Enterprise,Government,Systems Engineer,Junior,0.86,99448,0.27,Low,Growing
2018,Nairobi,Enterprise,Retail,AI Researcher,Intern,0.13,72245,0.89,High,Growing
2013,New York,Startup,Energy,Policy Analyst,Intern,0.07,18963,0.86,Low,Emerging
2016,Dubai,Startup,Agriculture,Policy Analyst,Lead,0.02,40501,0.75,High,Emerging
2024,Nairobi,Enterprise,Healthcare,Operations Manager,Junior,0.89,158487,0.11,Low,Growing
2016,Bangalore,Enterprise,Agriculture,Data Scientist,Junior,0.15,37409,0.73,Low,Emerging
2023,Seoul,Medium,Agriculture,Software Engineer,Lead,0.94,132242,0.23,Medium,Growing
2025,London,Large,Government,Research Scientist,Intern,0.06,23648,0.87,High,Growing
2025,Paris,Startup,Manufacturing,AI Researcher,Mid,0.52,38943,0.36,Low,Growing
2014,Berlin,Small,Tech,Product Manager,Junior,0.04,56009,0.75,Low,Emerging
2021,Toronto,Large,Agriculture,AI Researcher,Intern,0.11,90336,0.77,High,Growing
2011,Tokyo,Small,Retail,Operations Manager,Mid,0.17,62272,0.81,Low,Emerging
2010,Seoul,Large,Manufacturing,Data Scientist,Intern,0.11,61679,0.66,Medium,Emerging
2012,London,Medium,Education,Research Scientist,Junior,0.19,58101,0.67,High,Emerging
2024,Sydney,Medium,Manufacturing,Policy Analyst,Mid,0.07,100082,0.77,Low,Growing
2011,Bangalore,Small,Retail,Research Scientist,Senior,0.06,20573,0.74,Low,Emerging
2020,Berlin,Enterprise,Agriculture,Policy Analyst,Senior,0.42,101936,0.18,High,Growing
2013,New York,Enterprise,Manufacturing,Policy Analyst,Mid,0.6,47808,0.2,Low,Emerging
2020,Sydney,Enterprise,Agriculture,Research Scientist,Senior,0.6,60989,0.18,Medium,Growing
2011,Seoul,Small,Government,ML Engineer,Executive,0.19,54658,0.84,Low,Emerging
2021,Toronto,Startup,Retail,Research Scientist,Mid,0.11,26990,0.78,Medium,Growing
2024,Sao Paulo,Startup,Government,Software Engineer,Executive,0.07,88366,0.61,Low,Growing
2011,London,Large,Education,Policy Analyst,Mid,0.1,66106,0.84,Low,Emerging
2019,Berlin,Small,Healthcare,Business Analyst,Junior,0.05,84624,0.66,High,Growing
2019,Lagos,Enterprise,Manufacturing,Policy Analyst,Executive,0.02,80347,0.67,Medium,Growing
2015,Paris,Medium,Finance,Operations Manager,Mid,0.55,69171,0.26,Low,Emerging
2020,Toronto,Medium,Manufacturing,Research Scientist,Senior,0.5,129598,0.4,Medium,Growing
2021,Bangalore,Large,Government,AI Researcher,Intern,0.5,125789,0.29,High,Growing
2024,Lagos,Enterprise,Education,Data Scientist,Mid,0.84,117398,0.32,Low,Growing
2012,Tokyo,Medium,Healthcare,Policy Analyst,Mid,0.05,39661,0.67,Low,Emerging
2021,London,Enterprise,Manufacturing,Business Analyst,Mid,0.04,24034,0.7,Medium,Growing
2023,Paris,Enterprise,Education,Software Engineer,Junior,0.47,106733,0.18,Low,Growing
2012,Singapore,Medium,Education,Product Manager,Intern,0.17,62801,0.77,High,Emerging
2011,Paris,Startup,Finance,Policy Analyst,Junior,0.58,80485,0.2,High,Emerging
2025,Lagos,Startup,Agriculture,Data Scientist,Lead,0.55,137163,0.23,High,Growing
2011,Paris,Small,Healthcare,Operations Manager,Intern,0.16,37847,0.63,High,Emerging
2021,Bangalore,Startup,Retail,ML Engineer,Senior,0.68,30749,0.16,High,Growing
2015,New York,Enterprise,Retail,ML Engineer,Executive,0.82,53884,0.24,Low,Emerging
2019,New York,Enterprise,Tech,Operations Manager,Mid,0.1,82215,0.81,High,Growing
2018,Dubai,Small,Tech,Product Manager,Junior,0.06,47943,0.75,High,Growing
2024,Nairobi,Large,Retail,Policy Analyst,Senior,0.77,61757,0.16,Medium,Growing
2015,Seoul,Medium,Healthcare,Systems Engineer,Senior,0.08,75272,0.79,High,Emerging
2010,Dubai,Medium,Healthcare,Research Scientist,Mid,0.06,19062,0.84,High,Emerging
2021,Paris,Medium,Energy,Product Manager,Mid,0.11,72306,0.78,Low,Growing
2015,Singapore,Medium,Energy,Research Scientist,Mid,0.01,21983,0.7,High,Emerging
2014,Lagos,Large,Energy,Business Analyst,Lead,0.8,124037,0.22,High,Emerging
2020,Nairobi,Small,Tech,Business Analyst,Executive,0.08,67989,0.87,Low,Growing
2016,Berlin,Small,Energy,Systems Engineer,Mid,0.15,72947,0.66,Low,Emerging
2014,Dubai,Startup,Finance,Systems Engineer,Senior,0.08,72294,0.81,Medium,Emerging
2012,Tokyo,Enterprise,Healthcare,Policy Analyst,Senior,0.17,30408,0.74,Medium,Emerging
2014,Seoul,Small,Manufacturing,Policy Analyst,Senior,0.55,71431,0.37,Low,Emerging
2025,Seoul,Small,Manufacturing,Policy Analyst,Junior,0.05,46261,0.89,Medium,Growing
2011,Bangalore,Small,Government,Research Scientist,Senior,0.06,20003,0.7,High,Emerging
2021,Tokyo,Small,Retail,Policy Analyst,Mid,0.08,43404,0.69,Medium,Growing
2015,Seoul,Enterprise,Manufacturing,ML Engineer,Intern,0.18,21151,0.88,Medium,Emerging
2015,Berlin,Medium,Retail,Software Engineer,Intern,0.04,65203,0.65,Low,Emerging
2012,Singapore,Medium,Healthcare,Software Engineer,Mid,0.09,21583,0.62,Low,Emerging
2015,Seoul,Medium,Tech,Software Engineer,Senior,0.08,19574,0.63,Medium,Emerging
2014,Seoul,Medium,Government,Systems Engineer,Intern,0.04,35020,0.74,Medium,Emerging
2017,New York,Enterprise,Agriculture,Operations Manager,Lead,0.15,75677,0.82,Low,Growing
2022,London,Medium,Government,Business Analyst,Senior,0.81,139097,0.29,Medium,Growing
2022,Seoul,Enterprise,Agriculture,Systems Engineer,Executive,0.93,38369,0.3,High,Growing
2024,Nairobi,Medium,Government,Policy Analyst,Mid,0.19,28383,0.87,High,Growing
2019,Berlin,Medium,Manufacturing,ML Engineer,Executive,0.17,25640,0.6,High,Growing
2016,Seoul,Enterprise,Healthcare,ML Engineer,Mid,0.14,26764,0.81,Low,Emerging
2024,New York,Startup,Manufacturing,Research Scientist,Executive,0.85,61011,0.14,Low,Growing
2011,Tokyo,Large,Government,Product Manager,Mid,0.11,51941,0.72,Medium,Emerging
2019,London,Large,Tech,ML Engineer,Intern,0.74,134453,0.1,Medium,Growing
2017,Nairobi,Startup,Education,Data Scientist,Lead,0.04,81253,0.7,High,Growing
2012,Nairobi,Startup,Tech,Operations Manager,Junior,0.15,16772,0.75,Medium,Emerging
2022,Sydney,Enterprise,Agriculture,Business Analyst,Junior,0.18,27461,0.9,Medium,Growing
2018,Singapore,Enterprise,Finance,Operations Manager,Intern,0.95,96037,0.39,Medium,Growing
2024,Lagos,Enterprise,Education,Data Scientist,Junior,0.02,81705,0.72,High,Growing
2020,Sao Paulo,Enterprise,Healthcare,AI Researcher,Junior,0.83,41012,0.15,Medium,Growing
2018,Toronto,Startup,Manufacturing,Research Scientist,Junior,0.06,72141,0.65,High,Growing
2021,Toronto,Medium,Agriculture,Data Scientist,Intern,0.83,108517,0.38,Low,Growing
2014,Toronto,Large,Education,Operations Manager,Lead,0.44,67675,0.38,Medium,Emerging
2022,Sydney,Enterprise,Tech,Operations Manager,Intern,0.61,113214,0.23,High,Mature
2011,Singapore,Small,Education,Research Scientist,Intern,0.15,61544,0.77,Low,Emerging
2013,Sao Paulo,Enterprise,Tech,Research Scientist,Senior,0.1,53976,0.83,Low,Emerging
2022,London,Startup,Agriculture,Systems Engineer,Mid,0.15,46590,0.81,Medium,Growing
2014,Singapore,Medium,Healthcare,Software Engineer,Intern,0.17,57243,0.89,Low,Emerging
2022,Lagos,Medium,Energy,AI Researcher,Senior,0.15,87087,0.67,Low,Growing
2015,Tokyo,Medium,Tech,Data Scientist,Mid,0.05,19607,0.87,High,Emerging
2016,Dubai,Large,Manufacturing,Software Engineer,Lead,0.03,34685,0.8,Medium,Emerging
2023,Bangalore,Medium,Healthcare,Product Manager,Junior,0.16,76255,0.73,High,Growing
2012,Toronto,Medium,Agriculture,Policy Analyst,Executive,0.18,49722,0.87,High,Emerging
2016,Sao Paulo,Large,Finance,Research Scientist,Junior,0.07,22497,0.87,Medium,Emerging
2022,Bangalore,Enterprise,Government,Software Engineer,Executive,0.72,55585,0.16,Medium,Growing
2010,Singapore,Small,Government,Operations Manager,Lead,0.17,55252,0.89,Low,Emerging
2012,Singapore,Large,Education,Policy Analyst,Lead,0.04,19533,0.88,Medium,Emerging
2015,Sydney,Startup,Manufacturing,Systems Engineer,Senior,0.45,91932,0.17,Low,Emerging
2013,New York,Enterprise,Agriculture,Data Scientist,Senior,0.15,50333,0.67,High,Emerging
2025,London,Large,Education,ML Engineer,Executive,0.86,38500,0.27,High,Growing
2025,Bangalore,Medium,Tech,Software Engineer,Junior,0.64,144096,0.25,High,Mature
2015,Paris,Medium,Agriculture,Business Analyst,Mid,0.08,22544,0.71,High,Emerging
2019,Singapore,Large,Retail,Policy Analyst,Junior,0.61,53595,0.33,Low,Growing
2011,Dubai,Large,Government,Operations Manager,Executive,0.19,57356,0.69,Medium,Emerging
2018,Toronto,Medium,Manufacturing,AI Researcher,Senior,0.66,84770,0.38,Low,Growing
2017,Sao Paulo,Small,Healthcare,Policy Analyst,Senior,0.09,22003,0.65,Low,Growing
2014,Toronto,Small,Retail,ML Engineer,Executive,0.17,21018,0.64,High,Emerging
2013,Bangalore,Small,Government,Systems Engineer,Intern,0.02,28046,0.85,High,Emerging
2021,Berlin,Medium,Agriculture,Research Scientist,Junior,0.1,28336,0.84,Low,Growing
2017,Seoul,Small,Finance,AI Researcher,Lead,0.19,24323,0.72,Medium,Growing
2012,Dubai,Small,Energy,Data Scientist,Senior,0.01,32068,0.65,Medium,Emerging
2014,Seoul,Large,Tech,Software Engineer,Senior,0.72,57574,0.27,Low,Emerging
2019,Lagos,Medium,Finance,Product Manager,Junior,0.16,40228,0.71,Medium,Growing
2020,Sao Paulo,Large,Government,Operations Manager,Intern,0.46,40995,0.26,High,Growing
2019,Paris,Startup,Education,Software Engineer,Executive,0.09,65964,0.77,Low,Growing
2012,New York,Startup,Manufacturing,Systems Engineer,Executive,0.08,20796,0.64,High,Emerging
2018,Lagos,Enterprise,Finance,Product Manager,Executive,0.03,25115,0.82,Medium,Growing
2017,Lagos,Medium,Agriculture,Software Engineer,Intern,0.04,41465,0.65,Low,Growing
2021,Paris,Medium,Tech,Policy Analyst,Executive,0.1,85660,0.86,High,Growing
2018,Lagos,Medium,Tech,Policy Analyst,Executive,0.69,79153,0.35,High,Growing
2021,New York,Medium,Education,Operations Manager,Intern,0.01,93413,0.69,Medium,Growing
2019,Tokyo,Enterprise,Agriculture,Data Scientist,Lead,0.15,25855,0.83,Medium,Growing
2012,Tokyo,Enterprise,Tech,Product Manager,Intern,0.43,90935,0.29,Low,Emerging
2021,Bangalore,Medium,Agriculture,Operations Manager,Senior,0.8,139173,0.34,Medium,Growing
2017,Singapore,Medium,Tech,Systems Engineer,Executive,0.15,80454,0.66,Medium,Growing
2022,Berlin,Startup,Agriculture,AI Researcher,Senior,0.42,37504,0.19,Low,Growing
2020,Nairobi,Enterprise,Retail,ML Engineer,Junior,0.63,48126,0.18,Low,Growing
2024,Dubai,Large,Tech,Data Scientist,Lead,0.75,42911,0.17,High,Mature
2017,Berlin,Enterprise,Healthcare,Software Engineer,Executive,0.17,79583,0.75,Low,Growing
2015,Singapore,Medium,Healthcare,ML Engineer,Executive,0.02,73848,0.89,High,Emerging
2017,Nairobi,Startup,Finance,AI Researcher,Mid,0.18,38887,0.71,High,Growing
2010,Nairobi,Medium,Government,Policy Analyst,Senior,0.05,19293,0.83,Medium,Emerging
2015,Berlin,Startup,Education,Policy Analyst,Junior,0.05,75007,0.8,Medium,Emerging
2013,Seoul,Small,Tech,Research Scientist,Executive,0.03,86339,0.64,Medium,Emerging
2019,Lagos,Small,Government,Business Analyst,Mid,0.15,94591,0.82,Medium,Growing
2019,Paris,Large,Energy,Policy Analyst,Executive,0.12,19929,0.74,Medium,Growing
2010,New York,Enterprise,Healthcare,Systems Engineer,Mid,0.77,22588,0.26,Medium,Emerging
2016,London,Medium,Tech,Product Manager,Junior,0.8,26567,0.28,High,Emerging
2012,Paris,Medium,Agriculture,Software Engineer,Senior,0.18,18750,0.76,Medium,Emerging
2017,London,Medium,Agriculture,Software Engineer,Lead,0.14,55265,0.66,Low,Growing
2019,Paris,Enterprise,Agriculture,Business Analyst,Executive,0.13,86548,0.82,High,Growing
2015,Tokyo,Startup,Finance,AI Researcher,Lead,0.04,75030,0.73,Low,Emerging
2018,Sao Paulo,Enterprise,Agriculture,AI Researcher,Intern,0.1,73413,0.75,High,Growing
2019,Bangalore,Enterprise,Agriculture,Software Engineer,Executive,0.15,46301,0.81,Low,Growing
2015,Sydney,Small,Energy,Operations Manager,Mid,0.08,52949,0.74,Medium,Emerging
2010,Seoul,Large,Finance,ML Engineer,Mid,0.14,19348,0.77,Medium,Emerging
2013,Seoul,Small,Tech,Systems Engineer,Senior,0.12,72669,0.86,High,Emerging
2011,Dubai,Medium,Manufacturing,Software Engineer,Mid,0.19,55574,0.88,Low,Emerging
2010,Dubai,Medium,Healthcare,AI Researcher,Junior,0.19,61012,0.61,High,Emerging
2015,Singapore,Startup,Agriculture,Research Scientist,Lead,0.04,31747,0.77,Medium,Emerging
2015,Nairobi,Enterprise,Agriculture,Systems Engineer,Senior,0.13,54383,0.87,Medium,Emerging
2024,Bangalore,Large,Government,AI Researcher,Lead,0.87,44179,0.31,Low,Growing
2016,New York,Startup,Education,Operations Manager,Senior,0.06,20064,0.88,Low,Emerging
2022,New York,Enterprise,Manufacturing,Business Analyst,Senior,0.51,125287,0.36,Medium,Growing
